,User_id,Item_id,Rating,user,item,rating
120,U000121,['H000767'],2.8,120,975,2.8
121,U000122,['H000767'],2.8,121,975,2.8
122,U000123,['H000767'],2.8,122,975,2.8
123,U000124,['H000767'],2.8,123,975,2.8
124,U000125,['H000767'],2.8,124,975,2.8
125,U000126,['H000767'],2.8,125,975,2.8
126,U000127,['H000767'],2.8,126,975,2.8
127,U000128,['H000767'],2.8,127,975,2.8
128,U000129,['H000767'],2.8,128,975,2.8
129,U000130,['H000767'],2.8,129,975,2.8
130,U000131,['H000767'],2.8,130,975,2.8
131,U000132,['H000767'],2.8,131,975,2.8
132,U000133,['H000767'],2.8,132,975,2.8
133,U000134,['H000767'],2.8,133,975,2.8
134,U000135,['H000767'],2.8,134,975,2.8
135,U000136,['H000767'],2.8,135,975,2.8
136,U000137,['H000767'],2.8,136,975,2.8
137,U000138,['H000767'],2.8,137,975,2.8
138,U000139,['H000767'],2.8,138,975,2.8
139,U000140,['H000767'],2.8,139,975,2.8
140,U000141,['H000767'],2.8,140,975,2.8
141,U000142,['H000767'],2.8,141,975,2.8
142,U000143,['H000767'],2.8,142,975,2.8
143,U000144,['H000767'],2.8,143,975,2.8
144,U000145,['H000767'],2.8,144,975,2.8
145,U000146,['H000767'],2.8,145,975,2.8
146,U000147,"['H000767', 'H000440']",3.4,146,974,3.4
147,U000148,['H000767'],2.8,147,975,2.8
148,U000149,['H000767'],2.8,148,975,2.8
149,U000150,['H000767'],2.8,149,975,2.8
150,U000151,['H001232'],1.0,150,1570,1.0
151,U000152,['H001232'],1.0,151,1570,1.0
152,U000153,['H001232'],1.0,152,1570,1.0
153,U000154,['H001232'],1.0,153,1570,1.0
154,U000155,['H001232'],1.0,154,1570,1.0
155,U000156,['H001232'],1.0,155,1570,1.0
156,U000157,['H001232'],1.0,156,1570,1.0
157,U000158,['H001232'],1.0,157,1570,1.0
158,U000159,['H001232'],1.0,158,1570,1.0
159,U000160,['H001232'],1.0,159,1570,1.0
160,U000161,['H001232'],1.0,160,1570,1.0
161,U000162,['H000965'],2.5,161,1249,2.5
162,U000163,['H000965'],2.5,162,1249,2.5
163,U000164,['H000472'],3.9,163,596,3.9
164,U000165,['H000472'],3.9,164,596,3.9
165,U000166,['H000472'],3.9,165,596,3.9
166,U000167,['H000472'],3.9,166,596,3.9
167,U000168,['H000472'],3.9,167,596,3.9
168,U000169,"['H000472', 'H001246']",4.3,168,595,4.3
169,U000170,['H000472'],3.9,169,596,3.9
170,U000171,['H000472'],3.9,170,596,3.9
171,U000172,['H000472'],3.9,171,596,3.9
172,U000173,['H000472'],3.9,172,596,3.9
173,U000174,['H000472'],3.9,173,596,3.9
174,U000175,['H000472'],3.9,174,596,3.9
175,U000176,['H000472'],3.9,175,596,3.9
176,U000177,['H000472'],3.9,176,596,3.9
177,U000178,['H000472'],3.9,177,596,3.9
178,U000179,"['H000472', 'H000519']",4.45,178,589,4.45
179,U000180,['H000472'],3.9,179,596,3.9
180,U000181,['H000472'],3.9,180,596,3.9
181,U000182,['H000472'],3.9,181,596,3.9
182,U000183,['H000472'],3.9,182,596,3.9
183,U000184,['H000472'],3.9,183,596,3.9
184,U000185,['H000472'],3.9,184,596,3.9
185,U000186,['H000472'],3.9,185,596,3.9
186,U000187,['H000472'],3.9,186,596,3.9
187,U000188,['H000472'],3.9,187,596,3.9
188,U000189,['H000472'],3.9,188,596,3.9
189,U000190,['H000472'],3.9,189,596,3.9
190,U000191,['H000472'],3.9,190,596,3.9
191,U000192,['H000472'],3.9,191,596,3.9
192,U000193,['H000472'],3.9,192,596,3.9
193,U000194,"['H000472', 'H000929']",3.45,193,593,3.45
194,U000195,['H000472'],3.9,194,596,3.9
195,U000196,['H000472'],3.9,195,596,3.9
196,U000197,['H000472'],3.9,196,596,3.9
197,U000198,"['H000472', 'H000059']",4.3,197,583,4.3
198,U000199,['H000472'],3.9,198,596,3.9
199,U000200,['H000472'],3.9,199,596,3.9
200,U000201,['H000472'],3.9,200,596,3.9
201,U000202,['H000472'],3.9,201,596,3.9
202,U000203,['H000472'],3.9,202,596,3.9
203,U000204,['H000472'],3.9,203,596,3.9
204,U000205,['H000472'],3.9,204,596,3.9
205,U000206,['H000472'],3.9,205,596,3.9
206,U000207,['H000472'],3.9,206,596,3.9
207,U000208,['H000472'],3.9,207,596,3.9
208,U000209,['H000472'],3.9,208,596,3.9
209,U000210,['H000472'],3.9,209,596,3.9
210,U000211,['H000472'],3.9,210,596,3.9
211,U000212,['H000472'],3.9,211,596,3.9
212,U000213,['H000472'],3.9,212,596,3.9
213,U000214,['H000472'],3.9,213,596,3.9
214,U000215,['H000472'],3.9,214,596,3.9
215,U000216,['H000472'],3.9,215,596,3.9
216,U000217,['H000472'],3.9,216,596,3.9
217,U000218,['H000472'],3.9,217,596,3.9
218,U000219,"['H000472', 'H000911', 'H000135']",4.3,218,591,4.3
219,U000220,"['H000472', 'H000059']",4.3,219,583,4.3
220,U000221,['H000472'],3.9,220,596,3.9
221,U000222,['H000472'],3.9,221,596,3.9
222,U000223,['H000472'],3.9,222,596,3.9
223,U000224,['H000472'],3.9,223,596,3.9
224,U000225,['H000472'],3.9,224,596,3.9
225,U000226,['H000472'],3.9,225,596,3.9
226,U000227,['H000472'],3.9,226,596,3.9
227,U000228,['H000472'],3.9,227,596,3.9
228,U000229,['H000472'],3.9,228,596,3.9
229,U000230,['H000472'],3.9,229,596,3.9
230,U000231,"['H000472', 'H000271']",3.45,230,585,3.45
231,U000232,['H000472'],3.9,231,596,3.9
232,U000233,['H000472'],3.9,232,596,3.9
233,U000234,['H000472'],3.9,233,596,3.9
234,U000235,['H000472'],3.9,234,596,3.9
235,U000236,['H000472'],3.9,235,596,3.9
236,U000237,['H000472'],3.9,236,596,3.9
237,U000238,['H000472'],3.9,237,596,3.9
238,U000239,['H000472'],3.9,238,596,3.9
239,U000240,['H000472'],3.9,239,596,3.9
240,U000241,['H000472'],3.9,240,596,3.9
241,U000242,['H000472'],3.9,241,596,3.9
242,U000243,['H000472'],3.9,242,596,3.9
243,U000244,['H000472'],3.9,243,596,3.9
244,U000245,['H000472'],3.9,244,596,3.9
245,U000246,['H000472'],3.9,245,596,3.9
246,U000247,['H000472'],3.9,246,596,3.9
247,U000248,"['H000472', 'H000472', 'H000978']",3.9333333333333336,247,588,3.9333334
248,U000249,['H000472'],3.9,248,596,3.9
249,U000250,['H000472'],3.9,249,596,3.9
250,U000251,['H000472'],3.9,250,596,3.9
251,U000252,"['H000472', 'H000911']",4.45,251,592,4.45
252,U000253,['H000472'],3.9,252,596,3.9
253,U000254,['H000472'],3.9,253,596,3.9
254,U000255,['H000472'],3.9,254,596,3.9
255,U000256,['H000472'],3.9,255,596,3.9
256,U000257,['H000472'],3.9,256,596,3.9
257,U000258,['H000472'],3.9,257,596,3.9
258,U000259,['H000472'],3.9,258,596,3.9
259,U000260,"['H000472', 'H000198']",3.45,259,584,3.45
260,U000261,['H000472'],3.9,260,596,3.9
261,U000262,['H000472'],3.9,261,596,3.9
262,U000263,['H000472'],3.9,262,596,3.9
263,U000264,['H000472'],3.9,263,596,3.9
264,U000265,"['H000472', 'H001151']",3.95,264,594,3.95
265,U000266,['H000472'],3.9,265,596,3.9
266,U000267,['H000472'],3.9,266,596,3.9
267,U000268,['H000472'],3.9,267,596,3.9
268,U000269,['H000472'],3.9,268,596,3.9
269,U000270,['H000472'],3.9,269,596,3.9
270,U000271,['H000472'],3.9,270,596,3.9
271,U000272,['H000472'],3.9,271,596,3.9
272,U000273,['H000472'],3.9,272,596,3.9
273,U000274,['H000472'],3.9,273,596,3.9
274,U000275,['H000472'],3.9,274,596,3.9
275,U000276,"['H000472', 'H000472', 'H000567', 'H000091']",3.625,275,587,3.625
276,U000277,['H000472'],3.9,276,596,3.9
277,U000278,['H000472'],3.9,277,596,3.9
278,U000279,['H000472'],3.9,278,596,3.9
279,U000280,['H000472'],3.9,279,596,3.9
280,U000281,['H000472'],3.9,280,596,3.9
281,U000282,['H000472'],3.9,281,596,3.9
282,U000283,"['H000472', 'H000860']",3.45,282,590,3.45
283,U000284,['H000472'],3.9,283,596,3.9
284,U000285,['H000472'],3.9,284,596,3.9
285,U000286,['H000472'],3.9,285,596,3.9
286,U000287,['H000472'],3.9,286,596,3.9
287,U000288,['H000472'],3.9,287,596,3.9
288,U000289,['H000472'],3.9,288,596,3.9
289,U000290,['H000472'],3.9,289,596,3.9
290,U000291,"['H000472', 'H000440']",3.95,290,586,3.95
291,U000292,['H000472'],3.9,291,596,3.9
292,U000293,['H000472'],3.9,292,596,3.9
293,U000294,['H001047'],2.7,293,1359,2.7
294,U000295,['H001047'],2.7,294,1359,2.7
295,U000296,['H001047'],2.7,295,1359,2.7
296,U000297,['H001047'],2.7,296,1359,2.7
297,U000298,['H001047'],2.7,297,1359,2.7
298,U000299,['H001047'],2.7,298,1359,2.7
299,U000300,['H001047'],2.7,299,1359,2.7
300,U000301,['H001047'],2.7,300,1359,2.7
301,U000302,['H001047'],2.7,301,1359,2.7
302,U000303,['H001047'],2.7,302,1359,2.7
303,U000304,['H001047'],2.7,303,1359,2.7
304,U000305,['H001047'],2.7,304,1359,2.7
305,U000306,['H001047'],2.7,305,1359,2.7
306,U000307,['H001047'],2.7,306,1359,2.7
307,U000308,['H001047'],2.7,307,1359,2.7
308,U000309,['H001047'],2.7,308,1359,2.7
309,U000310,['H001047'],2.7,309,1359,2.7
310,U000311,['H001047'],2.7,310,1359,2.7
311,U000312,['H001047'],2.7,311,1359,2.7
312,U000313,"['H001047', 'H000864', 'H000645']",3.533333333333333,312,1357,3.5333333
313,U000314,['H001047'],2.7,313,1359,2.7
314,U000315,['H001047'],2.7,314,1359,2.7
315,U000316,['H001047'],2.7,315,1359,2.7
316,U000317,['H001047'],2.7,316,1359,2.7
317,U000318,['H001047'],2.7,317,1359,2.7
318,U000319,['H001047'],2.7,318,1359,2.7
319,U000320,['H001047'],2.7,319,1359,2.7
320,U000321,['H001047'],2.7,320,1359,2.7
321,U000322,['H001047'],2.7,321,1359,2.7
322,U000323,['H001047'],2.7,322,1359,2.7
323,U000324,['H001047'],2.7,323,1359,2.7
324,U000325,['H001047'],2.7,324,1359,2.7
325,U000326,"['H001047', 'H001198']",2.85,325,1358,2.85
326,U000327,['H001047'],2.7,326,1359,2.7
327,U000328,['H001047'],2.7,327,1359,2.7
328,U000329,['H001047'],2.7,328,1359,2.7
329,U000330,['H001047'],2.7,329,1359,2.7
330,U000331,['H001047'],2.7,330,1359,2.7
331,U000332,['H001047'],2.7,331,1359,2.7
332,U000333,['H001047'],2.7,332,1359,2.7
333,U000334,['H001047'],2.7,333,1359,2.7
334,U000335,['H001047'],2.7,334,1359,2.7
335,U000336,['H001047'],2.7,335,1359,2.7
336,U000337,['H001047'],2.7,336,1359,2.7
337,U000338,"['H001047', 'H000177']",2.85,337,1355,2.85
338,U000339,['H001047'],2.7,338,1359,2.7
339,U000340,['H001047'],2.7,339,1359,2.7
340,U000341,['H001047'],2.7,340,1359,2.7
341,U000342,['H001047'],2.7,341,1359,2.7
342,U000343,['H001047'],2.7,342,1359,2.7
343,U000344,['H001047'],2.7,343,1359,2.7
344,U000345,"['H001047', 'H000509']",3.35,344,1356,3.35
345,U000346,['H001047'],2.7,345,1359,2.7
346,U000347,['H001047'],2.7,346,1359,2.7
347,U000348,['H001293'],2.3,347,1637,2.3
348,U000349,['H001032'],5.0,348,1339,5.0
349,U000350,['H001032'],5.0,349,1339,5.0
350,U000351,['H001032'],5.0,350,1339,5.0
351,U000352,"['H001202', 'H000265', 'H000991', 'H000841']",4.375,351,1533,4.375
352,U000353,['H001202'],4.0,352,1534,4.0
353,U000354,['H001202'],4.0,353,1534,4.0
354,U000355,['H000642'],2.0,354,816,2.0
355,U000356,['H001151'],4.0,355,1475,4.0
356,U000357,['H001151'],4.0,356,1475,4.0
357,U000358,['H001151'],4.0,357,1475,4.0
358,U000359,['H001151'],4.0,358,1475,4.0
359,U000360,['H001151'],4.0,359,1475,4.0
360,U000361,['H001151'],4.0,360,1475,4.0
361,U000362,['H001151'],4.0,361,1475,4.0
362,U000363,['H001151'],4.0,362,1475,4.0
363,U000364,['H001151'],4.0,363,1475,4.0
364,U000365,['H001151'],4.0,364,1475,4.0
365,U000366,['H001151'],4.0,365,1475,4.0
366,U000367,['H001151'],4.0,366,1475,4.0
367,U000368,['H001151'],4.0,367,1475,4.0
368,U000369,['H001151'],4.0,368,1475,4.0
369,U000370,['H001151'],4.0,369,1475,4.0
370,U000371,"['H001151', 'H001151', 'H000650']",4.333333333333333,370,1474,4.3333335
371,U000372,['H001151'],4.0,371,1475,4.0
372,U000373,['H001151'],4.0,372,1475,4.0
373,U000374,['H001151'],4.0,373,1475,4.0
374,U000375,['H001151'],4.0,374,1475,4.0
375,U000376,['H001151'],4.0,375,1475,4.0
376,U000377,['H001151'],4.0,376,1475,4.0
377,U000378,['H001151'],4.0,377,1475,4.0
378,U000379,['H001151'],4.0,378,1475,4.0
379,U000380,['H001151'],4.0,379,1475,4.0
380,U000381,['H001151'],4.0,380,1475,4.0
381,U000382,['H001151'],4.0,381,1475,4.0
382,U000383,['H001151'],4.0,382,1475,4.0
383,U000384,"['H001151', 'H001091', 'H000816']",4.333333333333333,383,1473,4.3333335
384,U000385,['H001151'],4.0,384,1475,4.0
385,U000386,['H001151'],4.0,385,1475,4.0
386,U000387,['H001151'],4.0,386,1475,4.0
387,U000388,['H001151'],4.0,387,1475,4.0
388,U000389,['H001151'],4.0,388,1475,4.0
389,U000390,['H001151'],4.0,389,1475,4.0
390,U000391,['H001151'],4.0,390,1475,4.0
391,U000392,['H001151'],4.0,391,1475,4.0
392,U000393,['H001151'],4.0,392,1475,4.0
393,U000394,['H001151'],4.0,393,1475,4.0
394,U000395,['H001151'],4.0,394,1475,4.0
395,U000396,['H001151'],4.0,395,1475,4.0
396,U000397,['H001151'],4.0,396,1475,4.0
397,U000398,['H001151'],4.0,397,1475,4.0
398,U000399,['H001151'],4.0,398,1475,4.0
399,U000400,['H001151'],4.0,399,1475,4.0
400,U000401,['H001151'],4.0,400,1475,4.0
401,U000402,['H001151'],4.0,401,1475,4.0
402,U000403,['H001151'],4.0,402,1475,4.0
403,U000404,['H001151'],4.0,403,1475,4.0
404,U000405,['H001151'],4.0,404,1475,4.0
405,U000406,['H001151'],4.0,405,1475,4.0
406,U000407,['H001151'],4.0,406,1475,4.0
407,U000408,['H001151'],4.0,407,1475,4.0
408,U000409,['H001151'],4.0,408,1475,4.0
409,U000410,['H001151'],4.0,409,1475,4.0
410,U000411,['H001151'],4.0,410,1475,4.0
411,U000412,['H001151'],4.0,411,1475,4.0
412,U000413,['H001151'],4.0,412,1475,4.0
413,U000414,['H001151'],4.0,413,1475,4.0
414,U000415,['H001151'],4.0,414,1475,4.0
415,U000416,['H001151'],4.0,415,1475,4.0
416,U000417,['H001151'],4.0,416,1475,4.0
417,U000418,['H001151'],4.0,417,1475,4.0
418,U000419,['H001151'],4.0,418,1475,4.0
419,U000420,['H001151'],4.0,419,1475,4.0
420,U000421,"['H001151', 'H000570', 'H000745', 'H000375']",3.95,420,1472,3.95
421,U000422,['H001151'],4.0,421,1475,4.0
422,U000423,['H001151'],4.0,422,1475,4.0
423,U000424,['H001151'],4.0,423,1475,4.0
424,U000425,['H001151'],4.0,424,1475,4.0
425,U000426,['H001151'],4.0,425,1475,4.0
426,U000427,['H001151'],4.0,426,1475,4.0
427,U000428,['H001151'],4.0,427,1475,4.0
428,U000429,['H001151'],4.0,428,1475,4.0
429,U000430,"['H001151', 'H000214']",4.5,429,1471,4.5
430,U000431,['H001151'],4.0,430,1475,4.0
431,U000432,['H001151'],4.0,431,1475,4.0
432,U000433,['H001151'],4.0,432,1475,4.0
433,U000434,['H001151'],4.0,433,1475,4.0
434,U000435,['H001151'],4.0,434,1475,4.0
435,U000436,['H001151'],4.0,435,1475,4.0
436,U000437,['H001151'],4.0,436,1475,4.0
437,U000438,['H001151'],4.0,437,1475,4.0
438,U000439,['H001151'],4.0,438,1475,4.0
439,U000440,['H001151'],4.0,439,1475,4.0
440,U000441,['H001151'],4.0,440,1475,4.0
441,U000442,['H001151'],4.0,441,1475,4.0
442,U000443,['H001151'],4.0,442,1475,4.0
443,U000444,['H001151'],4.0,443,1475,4.0
444,U000445,['H001151'],4.0,444,1475,4.0
445,U000446,['H001151'],4.0,445,1475,4.0
446,U000447,['H001151'],4.0,446,1475,4.0
447,U000448,['H001151'],4.0,447,1475,4.0
448,U000449,['H001151'],4.0,448,1475,4.0
449,U000450,['H001151'],4.0,449,1475,4.0
450,U000451,['H001151'],4.0,450,1475,4.0
451,U000452,['H001151'],4.0,451,1475,4.0
452,U000453,['H001151'],4.0,452,1475,4.0
453,U000454,['H000303'],2.0,453,368,2.0
454,U000455,['H000303'],2.0,454,368,2.0
455,U000456,['H000303'],2.0,455,368,2.0
456,U000457,['H000303'],2.0,456,368,2.0
457,U000458,['H000303'],2.0,457,368,2.0
458,U000459,['H000303'],2.0,458,368,2.0
459,U000460,['H000303'],2.0,459,368,2.0
460,U000461,['H000303'],2.0,460,368,2.0
461,U000462,['H000303'],2.0,461,368,2.0
462,U000463,['H000303'],2.0,462,368,2.0
463,U000464,['H000303'],2.0,463,368,2.0
464,U000465,['H000303'],2.0,464,368,2.0
465,U000466,['H000303'],2.0,465,368,2.0
466,U000467,['H000303'],2.0,466,368,2.0
467,U000468,['H000303'],2.0,467,368,2.0
468,U000469,['H000303'],2.0,468,368,2.0
469,U000470,['H000303'],2.0,469,368,2.0
470,U000471,['H000303'],2.0,470,368,2.0
471,U000472,['H000303'],2.0,471,368,2.0
472,U000473,['H000303'],2.0,472,368,2.0
473,U000474,['H000303'],2.0,473,368,2.0
474,U000475,['H000303'],2.0,474,368,2.0
475,U000476,['H000303'],2.0,475,368,2.0
476,U000477,['H000303'],2.0,476,368,2.0
477,U000478,['H000303'],2.0,477,368,2.0
478,U000479,"['H000303', 'H000045', 'H000674']",3.1666666666666665,478,364,3.1666667
479,U000480,"['H000303', 'H000303']",2.0,479,365,2.0
480,U000481,['H000303'],2.0,480,368,2.0
481,U000482,['H000303'],2.0,481,368,2.0
482,U000483,['H000303'],2.0,482,368,2.0
483,U000484,['H000303'],2.0,483,368,2.0
484,U000485,['H000303'],2.0,484,368,2.0
485,U000486,['H000303'],2.0,485,368,2.0
486,U000487,['H000303'],2.0,486,368,2.0
487,U000488,['H000303'],2.0,487,368,2.0
488,U000489,['H000303'],2.0,488,368,2.0
489,U000490,"['H000303', 'H000325']",3.25,489,366,3.25
490,U000491,['H000303'],2.0,490,368,2.0
491,U000492,['H000303'],2.0,491,368,2.0
492,U000493,['H000303'],2.0,492,368,2.0
493,U000494,['H000303'],2.0,493,368,2.0
494,U000495,"['H000303', 'H000361']",3.35,494,367,3.35
495,U000496,['H000303'],2.0,495,368,2.0
496,U000497,['H000303'],2.0,496,368,2.0
497,U000498,['H000230'],1.0,497,279,1.0
498,U000499,['H001057'],3.0,498,1370,3.0
499,U000500,['H001057'],3.0,499,1370,3.0
500,U000501,['H001057'],3.0,500,1370,3.0
501,U000502,['H001057'],3.0,501,1370,3.0
502,U000503,"['H001057', 'H000697']",3.65,502,1369,3.65
503,U000504,['H001057'],3.0,503,1370,3.0
504,U000505,['H001057'],3.0,504,1370,3.0
505,U000506,['H001057'],3.0,505,1370,3.0
506,U000507,['H001057'],3.0,506,1370,3.0
507,U000508,['H001057'],3.0,507,1370,3.0
508,U000509,['H001057'],3.0,508,1370,3.0
509,U000510,['H001057'],3.0,509,1370,3.0
510,U000511,['H001057'],3.0,510,1370,3.0
511,U000512,['H001057'],3.0,511,1370,3.0
512,U000513,['H001057'],3.0,512,1370,3.0
513,U000514,['H001057'],3.0,513,1370,3.0
514,U000515,['H001057'],3.0,514,1370,3.0
515,U000516,['H001057'],3.0,515,1370,3.0
516,U000517,['H001057'],3.0,516,1370,3.0
517,U000518,['H001057'],3.0,517,1370,3.0
518,U000519,['H001057'],3.0,518,1370,3.0
519,U000520,['H001057'],3.0,519,1370,3.0
520,U000521,['H001057'],3.0,520,1370,3.0
521,U000522,['H001057'],3.0,521,1370,3.0
522,U000523,['H001057'],3.0,522,1370,3.0
523,U000524,['H001057'],3.0,523,1370,3.0
524,U000525,['H001057'],3.0,524,1370,3.0
525,U000526,['H001057'],3.0,525,1370,3.0
526,U000527,['H001057'],3.0,526,1370,3.0
527,U000528,['H001057'],3.0,527,1370,3.0
528,U000529,['H000427'],4.0,528,518,4.0
529,U000530,['H001165'],4.0,529,1491,4.0
530,U000531,['H000280'],3.0,530,339,3.0
531,U000532,['H000280'],3.0,531,339,3.0
532,U000533,['H000057'],5.0,532,82,5.0
533,U000534,['H000124'],4.0,533,159,4.0
534,U000535,['H000922'],4.0,534,1196,4.0
535,U000536,['H000922'],4.0,535,1196,4.0
536,U000537,"['H000935', 'H000555', 'H001153']",4.333333333333333,536,1212,4.3333335
537,U000538,['H000935'],4.0,537,1215,4.0
538,U000539,['H000378'],3.0,538,451,3.0
539,U000540,['H000169'],5.0,539,211,5.0
540,U000541,['H000764'],4.5,540,971,4.5
541,U000542,['H000200'],2.0,541,245,2.0
542,U000543,['H000200'],2.0,542,245,2.0
543,U000544,['H000200'],2.0,543,245,2.0
544,U000545,"['H000200', 'H000763']",2.75,544,243,2.75
545,U000546,"['H000200', 'H001238']",3.5,545,244,3.5
546,U000547,['H000200'],2.0,546,245,2.0
547,U000548,['H000200'],2.0,547,245,2.0
548,U000549,['H000200'],2.0,548,245,2.0
549,U000550,['H000200'],2.0,549,245,2.0
550,U000551,['H000200'],2.0,550,245,2.0
551,U000552,['H000200'],2.0,551,245,2.0
